13,8.81,100
13,10.63,100
15,10.5,100
14,10.88,100
14,11.01,100
14,10.93,100
15,11.12,100
15,11.05,100
15,11.39,100
15,11.67,100
15,11.76,100
15,12.21,100
15,11.7,100
15,11.84,100
15,11.58,100
15,12.03,100
15,12.25,100
15,12.08,100
15,12.17,100
15,12.07,100
15,12.74,100
15,12.5,100
15,12.71,100
15,12.65,100
15,12.84,100
15,12.42,100
15,12.63,100
15,13.07,100
15,12.53,100
15,12.62,100
15,12.78,100
15,12.33,100
15,12.64,100
15,12.1,100
15,12.47,100
15,12.14,100
15,12.41,100
15,12.43,100
15,12.56,100
15,12.42,100
15,12.28,100
16,12.15,100
16,12.25,100
15,12.49,100
16,12.27,100
15,12.82,100
16,12.77,100
15,12.79,100
15,12.52,100
16,12.65,100
16,12.75,100
16,12.49,100
16,12.64,100
16,12.78,100
15,12.6,100
16,12.67,100
16,12.77,100
16,12.8,100
16,12.84,100
16,12.8,100
16,12.84,100
16,12.99,100
16,13,100
16,13.06,100
16,12.89,100
16,13.01,100
16,12.47,100
16,12.5,100
16,12.56,100
16,12.85,100
16,12.98,100
16,12.78,100
16,13.36,100
16,13.27,100
16,13.07,100
16,13.26,100
16,13.16,100
16,13.2,100
16,12.77,100
16,13.28,100
16,13.11,100
16,13.32,100
16,13.4,100
16,13.23,100
16,13.35,100
16,13.25,100
16,13.35,100
16,13.54,100
16,12.82,100
16,13.1,100
16,13.5,100
16,13.43,100
16,13.2,100
16,12.99,100
16,13.32,100
16,13.46,100
16,13.6,100
16,13.47,100
16,13.43,100
16,13.18,100
16,13.53,100
16,13.47,100
16,13.91,100
16,13.82,100
16,13.62,100
16,14.11,100
16,13.63,100
16,14.03,100
16,13.63,100
16,14.05,100
16,13.96,100
16,13.85,100
16,14.02,100
16,14.05,100
16,13.6,100
16,13.88,100
16,13.63,100
16,13.44,100
16,13.67,100
16,13.79,100
16,13.27,100
16,13.82,100
16,14.13,100
16,13.9,100
16,13.84,100
16,14.05,100
16,13.81,100
16,14.08,100
16,14.14,100
16,13.87,100
16,14.5,100
16,14.31,100
16,14.02,100
16,14.17,100
16,13.82,100
16,14.07,100
16,14.49,100
16,14.33,100
16,14.46,100
16,13.65,100
16,13.51,100
16,13.92,100
16,14.1,100
16,14.16,100
16,14.31,100
16,14.01,100
16,13.73,100
16,13.83,100
16,14.2,100
16,14.49,100
16,14.51,100
16,14.68,100
16,14.32,100
16,14.41,100
16,14.57,100
16,14.38,100
16,14.35,100
16,14.45,100
16,14.17,100
16,14.77,100
16,14.69,100
16,14.49,100
16,14.36,100
16,14.24,100
16,14.41,100
16,14.48,100
16,14.68,100
16,14.58,100
16,14.38,100
16,14.43,100
16,13.73,100
16,14.28,100
16,14.37,100
16,14.55,100
16,14.09,100
16,14.5,100
16,14.16,100
16,14.55,100
16,14.62,100
16,14.34,100
16,14.7,100
16,14.43,100
16,14.53,100
16,14.41,100
16,14.37,100
16,14.17,100
16,13.95,100
16,14.06,100
16,14.17,100
16,14.21,100
16,13.96,100
16,14.27,100
16,13.99,100
16,14.07,100
16,13.96,100
16,14.18,100
16,14.07,100
16,14.3,100
16,14.48,100
16,14.26,100
16,14.32,100
16,14.4,100
16,13.84,100
16,13.88,100
16,14.05,100
16,14.42,100
16,14.35,100
16,14.41,100
16,14.17,100
16,13.89,100
16,14.17,100
16,13.85,100
16,14.56,100
16,14.08,100
16,14.45,100
16,14.45,100
16,14,100
16,14.49,100
16,14.44,100
16,14.6,100
16,14.31,100
16,14.08,100
16,14.06,100
16,14.21,100
16,14.49,100
16,14.26,100
16,14.22,100
16,14.19,100
16,14.1,100
16,14.04,100
16,13.96,100
16,14.04,100
16,13.69,100
16,13.73,100
16,13.83,100
16,13.82,100
16,13.76,100
16,13.39,100
16,13.44,100
16,13.41,100
16,13.51,100
16,13.64,100
16,13.76,100
16,13.87,100
16,14.2,100
16,13.54,100
16,13.79,100
16,13.9,100
16,13.91,100
16,13.77,100
16,13.89,100
16,13.5,100
16,13.83,100
16,14.11,100
16,13.63,100
16,13.76,100
16,13.95,100
16,13.59,100
16,13.83,100
16,14.07,100
16,14.05,100
16,13.72,100
16,13.99,100
16,14.05,100
16,13.88,100
16,14.18,100
16,14.09,100
16,13.99,100
16,14.11,100
16,13.75,100
16,13.84,100
16,14.17,100
16,13.84,100
16,13.9,100
16,13.96,100
16,13.74,100
16,13.95,100
16,14.02,100
16,13.89,100
16,14.4,100
16,14.31,100
16,14.38,100
16,14.2,100
16,14.15,100
16,14.29,100
16,14.04,100
16,14.23,100
16,14.1,100
16,14.06,100
16,14.08,100
16,14.11,100
16,14.1,100
16,14.27,100
16,13.97,100
16,14.11,100
16,13.89,100
16,14,100
16,13.99,100
16,14.06,100
16,14.11,100
